ranking,album,artist,date,,
157,stranger than fiction,bad religion,1/14/1995,,
189,stranger than fiction,bad religion,10/15/1994,,
194,stranger than fiction,bad religion,1/21/1995,,
199,stranger than fiction,bad religion,1/28/1995,,
73,suburbia i've given you all and now im nothing,the wonder years,7/2/2011,,
90,surviving,jimmy eat world,11/2/2019,,
1,take off your pants and jacket,blink-182,6/30/2001,,
3,take off your pants and jacket,blink-182,7/7/2001,,
7,take off your pants and jacket,blink-182,7/28/2001,,
8,take off your pants and jacket,blink-182,7/21/2001,,
8,take off your pants and jacket,blink-182,7/14/2001,,
11,take off your pants and jacket,blink-182,8/11/2001,,
12,take off your pants and jacket,blink-182,8/4/2001,,
15,take off your pants and jacket,blink-182,8/18/2001,,
22,take off your pants and jacket,blink-182,8/25/2001,,
26,take off your pants and jacket,blink-182,9/1/2001,,
31,take off your pants and jacket,blink-182,9/8/2001,,
42,take off your pants and jacket,blink-182,9/15/2001,,
46,take off your pants and jacket,blink-182,9/22/2001,,
67,take off your pants and jacket,blink-182,9/29/2001,,
75,take off your pants and jacket,blink-182,10/6/2001,,
80,take off your pants and jacket,blink-182,1/12/2002,,
83,take off your pants and jacket,blink-182,10/13/2001,,
91,take off your pants and jacket,blink-182,10/20/2001,,
92,take off your pants and jacket,blink-182,1/19/2002,,
94,take off your pants and jacket,blink-182,4/13/2002,,
94,take off your pants and jacket,blink-182,12/29/2001,,
95,take off your pants and jacket,blink-182,4/20/2002,,
100,take off your pants and jacket,blink-182,1/5/2002,,
102,take off your pants and jacket,blink-182,5/4/2002,,
102,take off your pants and jacket,blink-182,10/27/2001,,
104,take off your pants and jacket,blink-182,3/9/2002,,
107,take off your pants and jacket,blink-182,4/6/2002,,
109,take off your pants and jacket,blink-182,12/22/2001,,
110,take off your pants and jacket,blink-182,12/8/2001,,
110,take off your pants and jacket,blink-182,11/3/2001,,
112,take off your pants and jacket,blink-182,3/23/2002,,
112,take off your pants and jacket,blink-182,3/16/2002,,
113,take off your pants and jacket,blink-182,3/2/2002,,
115,take off your pants and jacket,blink-182,5/11/2002,,
115,take off your pants and jacket,blink-182,3/30/2002,,
117,take off your pants and jacket,blink-182,4/27/2002,,
117,take off your pants and jacket,blink-182,12/1/2001,,
119,take off your pants and jacket,blink-182,1/26/2002,,
120,take off your pants and jacket,blink-182,2/23/2002,,
120,take off your pants and jacket,blink-182,2/9/2002,,
121,take off your pants and jacket,blink-182,12/15/2001,,
124,take off your pants and jacket,blink-182,2/2/2002,,
124,take off your pants and jacket,blink-182,11/10/2001,,
126,take off your pants and jacket,blink-182,11/24/2001,,
129,take off your pants and jacket,blink-182,2/16/2002,,
133,take off your pants and jacket,blink-182,5/18/2002,,
142,take off your pants and jacket,blink-182,6/15/2002,,
143,take off your pants and jacket,blink-182,11/17/2001,,
150,take off your pants and jacket,blink-182,6/1/2002,,
151,take off your pants and jacket,blink-182,6/22/2002,,
153,take off your pants and jacket,blink-182,6/29/2002,,
155,take off your pants and jacket,blink-182,5/25/2002,,
163,take off your pants and jacket,blink-182,7/6/2002,,
169,take off your pants and jacket,blink-182,6/8/2002,,
181,take off your pants and jacket,blink-182,7/27/2002,,
184,take off your pants and jacket,blink-182,7/20/2002,,
185,take off your pants and jacket,blink-182,7/13/2002,,
190,take off your pants and jacket,blink-182,8/3/2002,,
94,taking one for the team,simple plan,3/12/2016,,
174,the art of drowning,afi,10/14/2000,,
3,the chronicles of life and death,good charlotte,10/23/2004,,
8,the chronicles of life and death,good charlotte,10/30/2004,,
16,the chronicles of life and death,good charlotte,11/6/2004,,
25,the chronicles of life and death,good charlotte,11/13/2004,,
28,the chronicles of life and death,good charlotte,11/20/2004,,
34,the chronicles of life and death,good charlotte,1/15/2005,,
44,the chronicles of life and death,good charlotte,1/22/2005,,
45,the chronicles of life and death,good charlotte,11/27/2004,,
48,the chronicles of life and death,good charlotte,1/29/2005,,
49,the chronicles of life and death,good charlotte,1/8/2005,,
49,the chronicles of life and death,good charlotte,12/25/2004,,
51,the chronicles of life and death,good charlotte,12/11/2004,,
52,the chronicles of life and death,good charlotte,1/1/2005,,
53,the chronicles of life and death,good charlotte,2/5/2005,,
54,the chronicles of life and death,good charlotte,12/18/2004,,
64,the chronicles of life and death,good charlotte,2/12/2005,,
64,the chronicles of life and death,good charlotte,12/4/2004,,
73,the chronicles of life and death,good charlotte,2/19/2005,,
84,the chronicles of life and death,good charlotte,2/26/2005,,
89,the chronicles of life and death,good charlotte,3/5/2005,,
95,the chronicles of life and death,good charlotte,3/12/2005,,
103,the chronicles of life and death,good charlotte,3/19/2005,,
128,the chronicles of life and death,good charlotte,3/26/2005,,
131,the chronicles of life and death,good charlotte,4/9/2005,,
137,the chronicles of life and death,good charlotte,4/16/2005,,
139,the chronicles of life and death,good charlotte,4/2/2005,,
163,the chronicles of life and death,good charlotte,4/30/2005,,
167,the chronicles of life and death,good charlotte,5/28/2005,,
168,the chronicles of life and death,good charlotte,6/4/2005,,
170,the chronicles of life and death,good charlotte,5/7/2005,,
173,the chronicles of life and death,good charlotte,4/23/2005,,
182,the chronicles of life and death,good charlotte,5/14/2005,,
188,the chronicles of life and death,good charlotte,5/21/2005,,
191,the chronicles of life and death,good charlotte,6/11/2005,,
40,the empire strikes first,bad religion,6/26/2004,,
109,the empire strikes first,bad religion,7/3/2004,,
154,the empire strikes first,bad religion,7/10/2004,,
175,the empire strikes first,bad religion,7/24/2004,,
190,the empire strikes first,bad religion,7/17/2004,,
56,the ever passing moment,mxpx,6/3/2000,,
112,the ever passing moment,mxpx,6/10/2000,,
157,the ever passing moment,mxpx,6/17/2000,,
166,the ever passing moment,mxpx,6/24/2000,,
172,the ever passing moment,mxpx,7/8/2000,,
173,the ever passing moment,mxpx,7/15/2000,,
175,the ever passing moment,mxpx,7/22/2000,,
183,the ever passing moment,mxpx,8/12/2000,,
185,the ever passing moment,mxpx,7/29/2000,,
186,the ever passing moment,mxpx,8/5/2000,,
188,the ever passing moment,mxpx,7/1/2000,,
196,the ever passing moment,mxpx,8/19/2000,,
199,the ever passing moment,mxpx,8/26/2000,,
56,the gray race,bad religion,3/16/1996,,
100,the gray race,bad religion,3/23/1996,,
129,the gray race,bad religion,3/30/1996,,
158,the gray race,bad religion,4/6/1996,,
198,the gray race,bad religion,4/13/1996,,
20,the greatest generation,the wonder years,6/1/2013,,
49,the process of belief,bad religion,2/9/2002,,
100,the process of belief,bad religion,2/16/2002,,
133,the process of belief,bad religion,2/23/2002,,
163,the process of belief,bad religion,3/2/2002,,
173,the process of belief,bad religion,3/9/2002,,
44,the war on errorism,nofx,5/24/2003,,
70,the war on errorism,nofx,5/31/2003,,
105,the war on errorism,nofx,6/7/2003,,
137,the war on errorism,nofx,6/14/2003,,
160,the war on errorism,nofx,6/21/2003,,
197,the war on errorism,nofx,6/28/2003,,
7,the young and the hopeless,good charlotte,10/19/2002,,
11,the young and the hopeless,good charlotte,2/8/2003,,
12,the young and the hopeless,good charlotte,2/1/2003,,
15,the young and the hopeless,good charlotte,3/8/2003,,
15,the young and the hopeless,good charlotte,2/15/2003,,
16,the young and the hopeless,good charlotte,10/26/2002,,
17,the young and the hopeless,good charlotte,9/20/2003,,
18,the young and the hopeless,good charlotte,3/1/2003,,
18,the young and the hopeless,good charlotte,2/22/2003,,
19,the young and the hopeless,good charlotte,4/5/2003,,
19,the young and the hopeless,good charlotte,3/15/2003,,
19,the young and the hopeless,good charlotte,11/9/2002,,
20,the young and the hopeless,good charlotte,8/23/2003,,
21,the young and the hopeless,good charlotte,8/30/2003,,
21,the young and the hopeless,good charlotte,1/18/2003,,
21,the young and the hopeless,good charlotte,11/2/2002,,
22,the young and the hopeless,good charlotte,9/13/2003,,
22,the young and the hopeless,good charlotte,3/29/2003,,
23,the young and the hopeless,good charlotte,3/22/2003,,
24,the young and the hopeless,good charlotte,5/3/2003,,
24,the young and the hopeless,good charlotte,4/19/2003,,
24,the young and the hopeless,good charlotte,4/12/2003,,
25,the young and the hopeless,good charlotte,4/26/2003,,
25,the young and the hopeless,good charlotte,1/25/2003,,
27,the young and the hopeless,good charlotte,9/27/2003,,
27,the young and the hopeless,good charlotte,8/16/2003,,
27,the young and the hopeless,good charlotte,1/11/2003,,
28,the young and the hopeless,good charlotte,11/16/2002,,
29,the young and the hopeless,good charlotte,8/9/2003,,
29,the young and the hopeless,good charlotte,8/2/2003,,
30,the young and the hopeless,good charlotte,5/10/2003,,
31,the young and the hopeless,good charlotte,9/6/2003,,
31,the young and the hopeless,good charlotte,6/14/2003,,
33,the young and the hopeless,good charlotte,11/23/2002,,
34,the young and the hopeless,good charlotte,10/4/2003,,
34,the young and the hopeless,good charlotte,7/19/2003,,
35,the young and the hopeless,good charlotte,7/26/2003,,
36,the young and the hopeless,good charlotte,6/21/2003,,
36,the young and the hopeless,good charlotte,1/4/2003,,
37,the young and the hopeless,good charlotte,5/17/2003,,
38,the young and the hopeless,good charlotte,11/30/2002,,
39,the young and the hopeless,good charlotte,5/24/2003,,
40,the young and the hopeless,good charlotte,7/5/2003,,
40,the young and the hopeless,good charlotte,5/31/2003,,
40,the young and the hopeless,good charlotte,12/28/2002,,
40,the young and the hopeless,good charlotte,12/21/2002,,
41,the young and the hopeless,good charlotte,7/12/2003,,
45,the young and the hopeless,good charlotte,10/11/2003,,
45,the young and the hopeless,good charlotte,12/14/2002,,
46,the young and the hopeless,good charlotte,6/28/2003,,
46,the young and the hopeless,good charlotte,12/7/2002,,
48,the young and the hopeless,good charlotte,6/7/2003,,
49,the young and the hopeless,good charlotte,1/10/2004,,
50,the young and the hopeless,good charlotte,10/18/2003,,
54,the young and the hopeless,good charlotte,2/7/2004,,
54,the young and the hopeless,good charlotte,1/17/2004,,
55,the young and the hopeless,good charlotte,1/3/2004,,
57,the young and the hopeless,good charlotte,1/31/2004,,
58,the young and the hopeless,good charlotte,11/1/2003,,
60,the young and the hopeless,good charlotte,2/14/2004,,
60,the young and the hopeless,good charlotte,1/24/2004,,
60,the young and the hopeless,good charlotte,10/25/2003,,
63,the young and the hopeless,good charlotte,12/27/2003,,
67,the young and the hopeless,good charlotte,12/20/2003,,
69,the young and the hopeless,good charlotte,2/21/2004,,
69,the young and the hopeless,good charlotte,12/13/2003,,
69,the young and the hopeless,good charlotte,11/8/2003,,
71,the young and the hopeless,good charlotte,11/29/2003,,
74,the young and the hopeless,good charlotte,3/6/2004,,
76,the young and the hopeless,good charlotte,11/22/2003,,
78,the young and the hopeless,good charlotte,11/15/2003,,
83,the young and the hopeless,good charlotte,2/28/2004,,
86,the young and the hopeless,good charlotte,12/6/2003,,
87,the young and the hopeless,good charlotte,3/13/2004,,
90,the young and the hopeless,good charlotte,4/24/2004,,
94,the young and the hopeless,good charlotte,4/3/2004,,
94,the young and the hopeless,good charlotte,3/20/2004,,
98,the young and the hopeless,good charlotte,3/27/2004,,
104,the young and the hopeless,good charlotte,4/10/2004,,
114,the young and the hopeless,good charlotte,5/1/2004,,
115,the young and the hopeless,good charlotte,4/17/2004,,
133,the young and the hopeless,good charlotte,5/8/2004,,
146,the young and the hopeless,good charlotte,5/15/2004,,
169,the young and the hopeless,good charlotte,6/5/2004,,
172,the young and the hopeless,good charlotte,6/19/2004,,
177,the young and the hopeless,good charlotte,10/9/2004,,
177,the young and the hopeless,good charlotte,5/29/2004,,
183,the young and the hopeless,good charlotte,6/12/2004,,
184,the young and the hopeless,good charlotte,10/2/2004,,
187,the young and the hopeless,good charlotte,5/22/2004,,
189,the young and the hopeless,good charlotte,7/10/2004,,
190,the young and the hopeless,good charlotte,6/26/2004,,
194,the young and the hopeless,good charlotte,7/24/2004,,
195,the young and the hopeless,good charlotte,9/25/2004,,
196,the young and the hopeless,good charlotte,7/3/2004,,
23,trouble maker,rancid,7/1/2017,,
19,true north,bad religion,2/9/2013,,
91,true north,bad religion,2/16/2013,,
119,under the boards,saves the day,11/17/2007,,
7,underclass hero,sum 41,8/11/2007,,
34,underclass hero,sum 41,8/18/2007,,
51,underclass hero,sum 41,8/25/2007,,
68,underclass hero,sum 41,9/1/2007,,
89,underclass hero,sum 41,9/8/2007,,
111,underclass hero,sum 41,9/15/2007,,
124,underclass hero,sum 41,9/22/2007,,
157,underclass hero,sum 41,9/29/2007,,
197,underclass hero,sum 41,10/6/2007,,
2,uno!,green day,10/13/2012,,
160,ups & downs: early recordings and b-sides,saves the day,9/11/2004,,
4,warning,green day,10/21/2000,,
85,welcome the night,the ataris,3/10/2007,,
11,what separates me from you,a day to remember,12/4/2010,,
56,what separates me from you,a day to remember,12/11/2010,,
64,what separates me from you,a day to remember,1/15/2011,,
80,what separates me from you,a day to remember,1/29/2011,,
82,what separates me from you,a day to remember,1/22/2011,,
100,what separates me from you,a day to remember,2/5/2011,,
117,what separates me from you,a day to remember,1/8/2011,,
117,what separates me from you,a day to remember,12/18/2010,,
127,what separates me from you,a day to remember,1/1/2011,,
134,what separates me from you,a day to remember,12/25/2010,,
139,what separates me from you,a day to remember,2/12/2011,,
163,what separates me from you,a day to remember,2/19/2011,,
188,what separates me from you,a day to remember,4/9/2011,,
190,what separates me from you,a day to remember,6/11/2011,,
191,what separates me from you,a day to remember,4/2/2011,,
192,what separates me from you,a day to remember,4/16/2011,,
198,what separates me from you,a day to remember,2/26/2011,,
19,"when you're through thinking, say yes",yellowcard,4/9/2011,,
91,"when you're through thinking, say yes",yellowcard,5/14/2011,,
107,"when you're through thinking, say yes",yellowcard,4/16/2011,,
187,"when you're through thinking, say yes",yellowcard,4/23/2011,,
46,wolves in wolves' clothing,nofx,5/6/2006,,
109,wolves in wolves' clothing,nofx,5/13/2006,,
152,wolves in wolves' clothing,nofx,5/20/2006,,
28,yellowcard,yellowcard,10/22/2016,,
1,youngblood,5 seconds of summer,6/30/2018,,
10,youngblood,5 seconds of summer,7/7/2018,,
25,youngblood,5 seconds of summer,7/21/2018,,
25,youngblood,5 seconds of summer,7/14/2018,,
26,youngblood,5 seconds of summer,7/28/2018,,
27,youngblood,5 seconds of summer,8/4/2018,,
29,youngblood,5 seconds of summer,8/18/2018,,
30,youngblood,5 seconds of summer,10/6/2018,,
30,youngblood,5 seconds of summer,9/15/2018,,
34,youngblood,5 seconds of summer,8/25/2018,,
34,youngblood,5 seconds of summer,8/11/2018,,
37,youngblood,5 seconds of summer,9/1/2018,,
38,youngblood,5 seconds of summer,9/8/2018,,
42,youngblood,5 seconds of summer,10/13/2018,,
42,youngblood,5 seconds of summer,9/22/2018,,
46,youngblood,5 seconds of summer,9/29/2018,,
54,youngblood,5 seconds of summer,10/20/2018,,
56,youngblood,5 seconds of summer,1/12/2019,,
56,youngblood,5 seconds of summer,10/27/2018,,
57,youngblood,5 seconds of summer,1/26/2019,,
58,youngblood,5 seconds of summer,1/19/2019,,
63,youngblood,5 seconds of summer,11/3/2018,,
69,youngblood,5 seconds of summer,2/2/2019,,
73,youngblood,5 seconds of summer,11/10/2018,,
74,youngblood,5 seconds of summer,2/16/2019,,
74,youngblood,5 seconds of summer,11/17/2018,,
76,youngblood,5 seconds of summer,2/9/2019,,
85,youngblood,5 seconds of summer,2/23/2019,,
86,youngblood,5 seconds of summer,11/24/2018,,
90,youngblood,5 seconds of summer,1/5/2019,,
91,youngblood,5 seconds of summer,12/1/2018,,
99,youngblood,5 seconds of summer,12/8/2018,,
100,youngblood,5 seconds of summer,3/2/2019,,
106,youngblood,5 seconds of summer,3/9/2019,,
114,youngblood,5 seconds of summer,3/30/2019,,
116,youngblood,5 seconds of summer,12/15/2018,,
117,youngblood,5 seconds of summer,3/16/2019,,
119,youngblood,5 seconds of summer,3/23/2019,,
121,youngblood,5 seconds of summer,4/6/2019,,
121,youngblood,5 seconds of summer,12/22/2018,,
127,youngblood,5 seconds of summer,12/29/2018,,
128,youngblood,5 seconds of summer,4/13/2019,,
140,youngblood,5 seconds of summer,4/20/2019,,
141,youngblood,5 seconds of summer,5/4/2019,,
157,youngblood,5 seconds of summer,6/8/2019,,
161,youngblood,5 seconds of summer,4/27/2019,,
164,youngblood,5 seconds of summer,6/15/2019,,
165,youngblood,5 seconds of summer,5/11/2019,,
169,youngblood,5 seconds of summer,6/22/2019,,
171,youngblood,5 seconds of summer,7/27/2019,,
171,youngblood,5 seconds of summer,6/1/2019,,
174,youngblood,5 seconds of summer,8/31/2019,,
174,youngblood,5 seconds of summer,5/18/2019,,
176,youngblood,5 seconds of summer,7/20/2019,,
178,youngblood,5 seconds of summer,7/6/2019,,
178,youngblood,5 seconds of summer,6/29/2019,,
179,youngblood,5 seconds of summer,8/10/2019,,
179,youngblood,5 seconds of summer,5/25/2019,,
180,youngblood,5 seconds of summer,8/3/2019,,
186,youngblood,5 seconds of summer,7/13/2019,,
190,youngblood,5 seconds of summer,8/17/2019,,
195,youngblood,5 seconds of summer,9/7/2019,,
196,youngblood,5 seconds of summer,8/24/2019,,
199,youngblood,5 seconds of summer,9/21/2019,,
23,youth authority,good charlotte,8/6/2016,,
140,youth authority,good charlotte,8/13/2016,,
